CWE-ID,Name,Type,Related Weakness,Parent,Vote,Clippy Helps?
805,Buffer Access with Incorrect Length Value,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::,119,,
807,Reliance on Untrusted Inputs in a Security Decision,Base,::NATURE:ChildOf:CWE ID:693:VIEW ID:1000:ORDINAL:Primary::,693,,
820,Missing Synchronization,Base,::NATURE:ChildOf:CWE ID:662:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1340:ORDINAL:Primary::,662,"No Help, or Langs Won't Help",
821,Incorrect Synchronization,Base,::NATURE:ChildOf:CWE ID:662:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1340:ORDINAL:Primary::,662,"No Help, or Langs Won't Help",
822,Untrusted Pointer Dereference,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:125:VIEW ID:1000::NATURE:CanPrecede:CWE ID:787:VIEW ID:1000::,119,,
823,Use of Out-of-range Pointer Offset,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:125:VIEW ID:1000::NATURE:CanPrecede:CWE ID:787:VIEW ID:1000::,119,,
824,Access of Uninitialized Pointer,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:125:VIEW ID:1000::NATURE:CanPrecede:CWE ID:787:VIEW ID:1000::,119,,
825,Expired Pointer Dereference,Base,::NATURE:ChildOf:CWE ID:119:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:119:VIEW ID:1340:ORDINAL:Primary::NATURE:ChildOf:CWE ID:672:VIEW ID:1000::NATURE:CanPrecede:CWE ID:125:VIEW ID:1000::NATURE:CanPrecede:CWE ID:787:VIEW ID:1000::,119,,
826,Premature Release of Resource During Expected Lifetime,Base,::NATURE:ChildOf:CWE ID:666:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:672:VIEW ID:1000::,666,,
829,Inclusion of Functionality from Untrusted Control Sphere,Base,::NATURE:ChildOf:CWE ID:669:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:669:VIEW ID:1003:ORDINAL:Primary::,669,,
832,Unlock of a Resource that is not Locked,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::,667,,
833,Deadlock,Base,::NATURE:ChildOf:CWE ID:667:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1305:ORDINAL:Primary::,667,,
835,Loop with Unreachable Exit Condition ('Infinite Loop'),Base,::NATURE:ChildOf:CWE ID:834:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:834:VIEW ID:1003:ORDINAL:Primary::,834,,
836,Use of Password Hash Instead of Password for Authentication,Base,::NATURE:ChildOf:CWE ID:1390:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:602:VIEW ID:1000::,1390,,
837,"Improper Enforcement of a Single, Unique Action",Base,::NATURE:ChildOf:CWE ID:799:VIEW ID:1000:ORDINAL:Primary::,799,,
838,Inappropriate Encoding for Output Context,Base,::NATURE:ChildOf:CWE ID:116:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:116:VIEW ID:1003:ORDINAL:Primary::,116,,
839,Numeric Range Comparison Without Minimum Check,Base,::NATURE:ChildOf:CWE ID:1023:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:195:VIEW ID:1000::NATURE:CanPrecede:CWE ID:682:VIEW ID:1000::NATURE:CanPrecede:CWE ID:119:VIEW ID:1000::NATURE:CanPrecede:CWE ID:124:VIEW ID:1000::,1023,,
841,Improper Enforcement of Behavioral Workflow,Base,::NATURE:ChildOf:CWE ID:691:VIEW ID:1000:ORDINAL:Primary::,691,,
842,Placement of User into Incorrect Group,Base,::NATURE:ChildOf:CWE ID:286:VIEW ID:1000:ORDINAL:Primary::,286,,
843,Access of Resource Using Incompatible Type ('Type Confusion'),Base,::NATURE:ChildOf:CWE ID:704:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:704:VIEW ID:1003:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:119:VIEW ID:1000::,704,,
908,Use of Uninitialized Resource,Base,::NATURE:ChildOf:CWE ID:665:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:665:VIEW ID:1003:ORDINAL:Primary::,665,,
909,Missing Initialization of Resource,Class,::NATURE:ChildOf:CWE ID:665:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:665:VIEW ID:1003:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:908:VIEW ID:1000::,665,,
910,Use of Expired File Descriptor,Base,::NATURE:ChildOf:CWE ID:672:VIEW ID:1000:ORDINAL:Primary::,672,,
911,Improper Update of Reference Count,Base,::NATURE:ChildOf:CWE ID:664:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:672:VIEW ID:1000::NATURE:CanPrecede:CWE ID:772:VIEW ID:1000::,664,,
914,Improper Control of Dynamically-Identified Variables,Base,::NATURE:ChildOf:CWE ID:99:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:913:VIEW ID:1000::,99,,
915,Improperly Controlled Modification of Dynamically-Determined Object Attributes,Base,::NATURE:ChildOf:CWE ID:913:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:502:VIEW ID:1000::,913,,
916,Use of Password Hash With Insufficient Computational Effort,Base,::NATURE:ChildOf:CWE ID:328:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:327:VIEW ID:1003:ORDINAL:Primary::,328,"No Help, or Langs Won't Help",
917,Improper Neutralization of Special Elements used in an Expression Language Statement ('Expression Language Injection'),Base,::NATURE:ChildOf:CWE ID:77:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:1336:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:74:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:77:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:77:VIEW ID:1340:ORDINAL:Primary::,77,,
918,Server-Side Request Forgery (SSRF),Base,::NATURE:ChildOf:CWE ID:441:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:610:VIEW ID:1003:ORDINAL:Primary::,441,,
920,Improper Restriction of Power Consumption,Base,::NATURE:ChildOf:CWE ID:400:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:400:VIEW ID:1003:ORDINAL:Primary::,400,,
921,Storage of Sensitive Data in a Mechanism without Access Control,Base,::NATURE:ChildOf:CWE ID:922:VIEW ID:1000:ORDINAL:Primary::,922,,
924,Improper Enforcement of Message Integrity During Transmission in a Communication Channel,Base,::NATURE:ChildOf:CWE ID:345:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:345:VIEW ID:1003:ORDINAL:Primary::,345,,
939,Improper Authorization in Handler for Custom URL Scheme,Base,::NATURE:ChildOf:CWE ID:862:VIEW ID:1000:ORDINAL:Primary::,862,,
940,Improper Verification of Source of a Communication Channel,Base,::NATURE:ChildOf:CWE ID:923:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:346:VIEW ID:1000::,923,,
941,Incorrectly Specified Destination in a Communication Channel,Base,::NATURE:ChildOf:CWE ID:923:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:406:VIEW ID:1000::,923,,
1007,Insufficient Visual Distinction of Homoglyphs Presented to User,Base,::NATURE:ChildOf:CWE ID:451:VIEW ID:1000:ORDINAL:Primary::,451,,
1021,Improper Restriction of Rendered UI Layers or Frames,Base,::NATURE:ChildOf:CWE ID:441:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:610:VIEW ID:1003:ORDINAL:Primary::NATURE:ChildOf:CWE ID:451:VIEW ID:1000::,441,,
1024,Comparison of Incompatible Types,Base,::NATURE:ChildOf:CWE ID:697:VIEW ID:1000:ORDINAL:Primary::,697,,
1025,Comparison Using Wrong Factors,Base,::NATURE:ChildOf:CWE ID:697:VIEW ID:1000:ORDINAL:Primary::,697,,
1037,Processor Optimization Removal or Modification of Security-critical Code,Base,::NATURE:ChildOf:CWE ID:1038:VIEW ID:1000:ORDINAL:Primary::,1038,,
1041,Use of Redundant Code,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1043,Data Element Aggregating an Excessively Large Number of Non-Primitive Elements,Base,::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::,1093,,
1044,Architecture with Number of Horizontal Layers Outside of Expected Range,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1045,Parent Class with a Virtual Destructor and a Child Class without a Virtual Destructor,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
1046,Creation of Immutable Text Using String Concatenation,Base,::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::,1176,,
1047,Modules with Circular Dependencies,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1048,Invokable Control Element with Large Number of Outward Calls,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1049,Excessive Data Query Operations in a Large Data Table,Base,::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::,1176,,
1050,Excessive Platform Resource Consumption within a Loop,Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::,405,,
1051,Initialization with Hard-Coded Network Resource Configuration Data,Base,::NATURE:ChildOf:CWE ID:1419:VIEW ID:1000:ORDINAL:Primary::,1419,,
1052,Excessive Use of Hard-Coded Literals in Initialization,Base,::NATURE:ChildOf:CWE ID:1419:VIEW ID:1000:ORDINAL:Primary::,1419,,
1053,Missing Documentation for Design,Base,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::,1059,,
1054,Invocation of a Control Element at an Unnecessarily Deep Horizontal Layer,Base,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::,1061,,
1055,Multiple Inheritance from Concrete Classes,Base,::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::,1093,,
1056,Invokable Control Element with Variadic Parameters,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1057,Data Access Operations Outside of Expected Data Manager Component,Base,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::,1061,,
1058,Invokable Control Element in Multi-Thread Context with non-Final Static Storable or Member Element,Base,::NATURE:ChildOf:CWE ID:662:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1305:ORDINAL:Primary::NATURE:ChildOf:CWE ID:662:VIEW ID:1340:ORDINAL:Primary::,662,"No Help, or Langs Won't Help",
1060,Excessive Number of Inefficient Server-Side Data Accesses,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1062,Parent Class with References to Child Class,Base,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::,1061,,
1063,Creation of Class Instance within a Static Code Block,Base,::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::,1176,,
1064,Invokable Control Element with Signature Containing an Excessive Number of Parameters,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1065,Runtime Resource Management Control Element in a Component Built to Run on Application Servers,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1066,Missing Serialization Control Element,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1067,Excessive Execution of Sequential Searches of Data Resource,Base,::NATURE:ChildOf:CWE ID:1176:VIEW ID:1000:ORDINAL:Primary::,1176,,
1068,Inconsistency Between Implementation and Documented Design,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1070,Serializable Data Element Containing non-Serializable Item Elements,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
1071,Empty Code Block,Base,::NATURE:ChildOf:CWE ID:1164:VIEW ID:1000:ORDINAL:Primary::,1164,,
1072,Data Resource Access without Use of Connection Pooling,Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::,405,,
1073,Non-SQL Invokable Control Element with Excessive Number of Data Resource Accesses,Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::,405,,
1074,Class with Excessively Deep Inheritance,Base,::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::,1093,,
1075,Unconditional Control Flow Transfer outside of Switch Block,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1079,Parent Class without Virtual Destructor Method,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
1080,Source Code File with Excessive Number of Lines of Code,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1082,Class Instance Self Destruction Control Element,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
1083,Data Access from Outside Expected Data Manager Component,Base,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::,1061,,
1084,Invokable Control Element with Excessive File or Data Access Operations,Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::,405,,
1085,Invokable Control Element with Excessive Volume of Commented-out Code,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1086,Class with Excessive Number of Child Classes,Base,::NATURE:ChildOf:CWE ID:1093:VIEW ID:1000:ORDINAL:Primary::,1093,,
1087,Class with Virtual Method without a Virtual Destructor,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
1089,Large Data Table with Excessive Number of Indices,Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::,405,,
1090,Method Containing Access of a Member Element from Another Class,Base,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::,1061,,
1092,Use of Same Invokable Control Element in Multiple Architectural Layers,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1094,Excessive Index Range Scan for a Data Resource,Base,::NATURE:ChildOf:CWE ID:405:VIEW ID:1000:ORDINAL:Primary::,405,,
1095,Loop Condition Value Update within the Loop,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1097,Persistent Storable Data Element without Associated Comparison Control Element,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:595:VIEW ID:1305:ORDINAL:Primary::,1076,,
1098,Data Element containing Pointer Item without Proper Copy Control Element,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
1099,Inconsistent Naming Conventions for Identifiers,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1100,Insufficient Isolation of System-Dependent Functions,Base,::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000:ORDINAL:Primary::,1061,,
1101,Reliance on Runtime Component in Generated Code,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1102,Reliance on Machine-Dependent Data Representation,Base,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:1105:VIEW ID:1000:ORDINAL:Primary::,758,,
1103,Use of Platform-Dependent Third Party Components,Base,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::,758,,
1104,Use of Unmaintained Third Party Components,Base,::NATURE:ChildOf:CWE ID:1357:VIEW ID:1000:ORDINAL:Primary::,1357,,
1105,Insufficient Encapsulation of Machine-Dependent Functionality,Base,::NATURE:ChildOf:CWE ID:758:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:1061:VIEW ID:1000::,758,,
1106,Insufficient Use of Symbolic Constants,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1107,Insufficient Isolation of Symbolic Constant Definitions,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1108,Excessive Reliance on Global Variables,Base,::NATURE:ChildOf:CWE ID:1076:VIEW ID:1000:ORDINAL:Primary::,1076,,
1109,Use of Same Variable for Multiple Purposes,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1110,Incomplete Design Documentation,Base,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::,1059,,
1111,Incomplete I/O Documentation,Base,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::,1059,,
1112,Incomplete Documentation of Program Execution,Base,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::,1059,,
1113,Inappropriate Comment Style,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1114,Inappropriate Whitespace Style,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1115,Source Code Element without Standard Prologue,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1116,Inaccurate Comments,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1117,Callable with Insufficient Behavioral Summary,Base,::NATURE:ChildOf:CWE ID:1078:VIEW ID:1000:ORDINAL:Primary::,1078,,
1118,Insufficient Documentation of Error Handling Techniques,Base,::NATURE:ChildOf:CWE ID:1059:VIEW ID:1000:ORDINAL:Primary::,1059,,
1119,Excessive Use of Unconditional Branching,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1121,Excessive McCabe Cyclomatic Complexity,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1122,Excessive Halstead Complexity,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1123,Excessive Use of Self-Modifying Code,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1124,Excessively Deep Nesting,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1125,Excessive Attack Surface,Base,::NATURE:ChildOf:CWE ID:1120:VIEW ID:1000:ORDINAL:Primary::,1120,Opt-In Measures Only,
1126,Declaration of Variable with Unnecessarily Wide Scope,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1127,Compilation with Insufficient Warnings or Errors,Base,::NATURE:ChildOf:CWE ID:710:VIEW ID:1000:ORDINAL:Primary::,710,"No Help, or Langs Won't Help",
1173,Improper Use of Validation Framework,Base,::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::,20,,
1188,Initialization of a Resource with an Insecure Default,Base,::NATURE:ChildOf:CWE ID:1419:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:665:VIEW ID:1003:ORDINAL:Primary::,1419,,
1204,Generation of Weak Initialization Vector (IV),Base,::NATURE:ChildOf:CWE ID:330:VIEW ID:1000:ORDINAL:Primary::,330,,
1220,Insufficient Granularity of Access Control,Base,::NATURE:ChildOf:CWE ID:284:VIEW ID:1000:ORDINAL:Primary::,284,,
1230,Exposure of Sensitive Information Through Metadata,Base,::NATURE:ChildOf:CWE ID:285:VIEW ID:1000:ORDINAL:Primary::,285,,
1235,Incorrect Use of Autoboxing and Unboxing for Performance Critical Operations,Base,::NATURE:ChildOf:CWE ID:400:VIEW ID:1000:ORDINAL:Primary::,400,,
1236,Improper Neutralization of Formula Elements in a CSV File,Base,::NATURE:ChildOf:CWE ID:74:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:74:VIEW ID:1003:ORDINAL:Primary::,74,,
1240,Use of a Cryptographic Primitive with a Risky Implementation,Base,::NATURE:ChildOf:CWE ID:327:VIEW ID:1000:ORDINAL:Primary::,327,,
1241,Use of Predictable Algorithm in Random Number Generator,Base,::NATURE:ChildOf:CWE ID:330:VIEW ID:1000:ORDINAL:Primary::,330,,
1265,Unintended Reentrant Invocation of Non-reentrant Code Via Nested Calls,Base,::NATURE:ChildOf:CWE ID:691:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:663:VIEW ID:1000::NATURE:CanPrecede:CWE ID:416:VIEW ID:1000::,691,,
1284,Improper Validation of Specified Quantity in Input,Base,::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:20:VIEW ID:1003:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:789:VIEW ID:1000::,20,,
1285,"Improper Validation of Specified Index, Position, or Offset in Input",Base,::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::,20,,
1286,Improper Validation of Syntactic Correctness of Input,Base,::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::,20,,
1287,Improper Validation of Specified Type of Input,Base,::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:843:VIEW ID:1000:ORDINAL:Primary::,20,,
1288,Improper Validation of Consistency within Input,Base,::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::,20,,
1289,Improper Validation of Unsafe Equivalence in Input,Base,::NATURE:ChildOf:CWE ID:20:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:41:VIEW ID:1000::NATURE:PeerOf:CWE ID:178:VIEW ID:1000:ORDINAL:Primary::,20,,
1322,"Use of Blocking Code in Single-threaded, Non-blocking Context",Base,::NATURE:ChildOf:CWE ID:834:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:835:VIEW ID:1000:ORDINAL:Primary::,834,,
1327,Binding to an Unrestricted IP Address,Base,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::,668,,
1333,Inefficient Regular Expression Complexity,Base,::NATURE:ChildOf:CWE ID:407:VIEW ID:1000:ORDINAL:Primary::NATURE:ChildOf:CWE ID:407:VIEW ID:1003:ORDINAL:Primary::,407,,
1335,Incorrect Bitwise Shift of Integer,Base,::NATURE:ChildOf:CWE ID:682:VIEW ID:1000:ORDINAL:Primary::,682,,
1339,Insufficient Precision or Accuracy of a Real Number,Base,::NATURE:ChildOf:CWE ID:682:VIEW ID:1000:ORDINAL:Primary::NATURE:PeerOf:CWE ID:190:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:834:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:119:VIEW ID:1000::,682,,
1341,Multiple Releases of Same Resource or Handle,Base,::NATURE:ChildOf:CWE ID:675:VIEW ID:1000:ORDINAL:Primary::NATURE:CanPrecede:CWE ID:672:VIEW ID:1000:ORDINAL:Primary::,675,,
1389,Incorrect Parsing of Numbers with Different Radices,Base,::NATURE:ChildOf:CWE ID:704:VIEW ID:1000:ORDINAL:Primary::,704,,
1392,Use of Default Credentials,Base,::NATURE:ChildOf:CWE ID:1391:VIEW ID:1000:ORDINAL:Primary::,1391,,
5,J2EE Misconfiguration: Data Transmission Without Encryption,Variant,::NATURE:ChildOf:CWE ID:319:VIEW ID:1000:ORDINAL:Primary::,319,"No Help, or Langs Won't Help",
6,J2EE Misconfiguration: Insufficient Session-ID Length,Variant,::NATURE:ChildOf:CWE ID:334:VIEW ID:1000:ORDINAL:Primary::,334,"No Help, or Langs Won't Help",
7,J2EE Misconfiguration: Missing Custom Error Page,Variant,::NATURE:ChildOf:CWE ID:756:VIEW ID:1000:ORDINAL:Primary::,756,"No Help, or Langs Won't Help",
8,J2EE Misconfiguration: Entity Bean Declared Remote,Variant,::NATURE:ChildOf:CWE ID:668:VIEW ID:1000:ORDINAL:Primary::,668,,
9,J2EE Misconfiguration: Weak Access Permissions for EJB Methods,Variant,::NATURE:ChildOf:CWE ID:266:VIEW ID:1000:ORDINAL:Primary::,266,"No Help, or Langs Won't Help",
11,ASP.NET Misconfiguration: Creating Debug Binary,Variant,::NATURE:ChildOf:CWE ID:489:VIEW ID:1000:ORDINAL:Primary::,489,Discouraged via Debug Mode,
12,ASP.NET Misconfiguration: Missing Custom Error Page,Variant,::NATURE:ChildOf:CWE ID:756:VIEW ID:1000:ORDINAL:Primary::,756,"No Help, or Langs Won't Help",
13,ASP.NET Misconfiguration: Password in Configuration File,Variant,::NATURE:ChildOf:CWE ID:260:VIEW ID:1000:ORDINAL:Primary::,260,"No Help, or Langs Won't Help",
14,Compiler Removal of Code to Clear Buffers,Variant,::NATURE:ChildOf:CWE ID:733:VIEW ID:1000:ORDINAL:Primary::,733,"No Help, or Langs Won't Help",
